date,cp_name,tag,count
20191018,JTBC,clean,55
20191018,KBS,clean,182
20191018,MBC,clean,115
20191018,MBN,clean,48
20191018,MBN,profession,1
20191018,SBS,clean,92
20191018,SBS,gender,1
20191018,SBS,profession,1
20191018,YTN,clean,200
20191018,YTN,molka,1
20191018,YTN,profession,1
20191018,경향신문,clean,72
20191018,국민일보,bearing,1
20191018,국민일보,clean,71
20191018,기자협회보,clean,1
20191018,노컷뉴스,clean,145
20191018,노컷뉴스,gender,1
20191018,뉴스1,clean,505
20191018,뉴스1,gender,3
20191018,뉴스1,molka,1
20191018,뉴스타파,clean,1
20191018,뉴시스,bearing,1
20191018,뉴시스,clean,432
20191018,더팩트,clean,16
20191018,데일리안,clean,8
20191018,데일리안,profession,1
20191018,동아일보,clean,77
20191018,동아일보,profession,1
20191018,디지털타임스,clean,5
20191018,리빙센스,clean,1
20191018,마리끌레르,clean,2
20191018,마이데일리,clean,9
20191018,매일경제,clean,32
20191018,머니S,bearing,1
20191018,머니S,clean,99
20191018,머니투데이,abuse,1
20191018,머니투데이,bearing,2
20191018,머니투데이,clean,150
20191018,메종,clean,1
20191018,문화일보,clean,45
20191018,문화일보,gender,1
20191018,미디어오늘,clean,9
20191018,서울경제,clean,86
20191018,서울신문,clean,93
20191018,서울신문,profession,1
20191018,세계일보,clean,82
20191018,세계일보,gender,1
20191018,세계일보,profession,2
20191018,스포츠경향,clean,9
20191018,스포츠동아,clean,4
20191018,스포츠조선,clean,5
20191018,시사IN,clean,3
20191018,시사저널,clean,16
20191018,시사저널,gender,1
20191018,신동아,clean,3
20191018,아레나,clean,1
20191018,아시아경제,clean,118
20191018,아시아경제,gender,1
20191018,아이뉴스24,clean,3
20191018,에스티엔,clean,1
20191018,연합뉴스,clean,504
20191018,연합뉴스,gender,2
20191018,연합뉴스TV,clean,95
20191018,연합뉴스TV,profession,2
20191018,오마이뉴스,clean,63
20191018,우먼센스,clean,1
20191018,이데일리,clean,86
20191018,이데일리,molka,1
20191018,일간스포츠,clean,7
20191018,조선일보,clean,98
20191018,중앙SUNDAY,clean,2
20191018,중앙일보,abuse,1
20191018,중앙일보,clean,106
20191018,중앙일보,profession,1
20191018,지디넷코리아,clean,3
20191018,채널A,clean,27
20191018,쿠키뉴스,clean,107
20191018,티브이데일리,clean,2
20191018,파이낸셜뉴스,clean,87
20191018,프레시안,clean,79
20191018,한겨레,clean,43
20191018,한겨레21,clean,2
20191018,한국경제,clean,57
20191018,한국경제,profession,1
20191018,한국일보,clean,95
20191018,헤럴드경제,clean,112
20191018,헤럴드경제,gender,1
20191019,JTBC,clean,19
20191019,KBS,clean,85
20191019,KBS,gender,1
20191019,MBC,clean,55
20191019,MBN,clean,32
20191019,SBS,clean,56
20191019,YTN,clean,122
20191019,경향신문,clean,22
20191019,국민일보,clean,34
20191019,노컷뉴스,clean,20
20191019,노컷뉴스,profession,1
20191019,뉴스1,clean,128
20191019,뉴시스,clean,138
20191019,뉴시스,gender,1
20191019,더팩트,clean,6
20191019,데일리안,clean,10
20191019,동아일보,clean,39
20191019,럭셔리,clean,3
20191019,리빙센스,clean,1
20191019,마이데일리,clean,3
20191019,매일경제,clean,2
20191019,머니S,clean,50
20191019,머니투데이,clean,35
20191019,미디어오늘,clean,6
20191019,서울경제,clean,12
20191019,서울신문,clean,29
20191019,세계일보,clean,48
20191019,세계일보,profession,1
20191019,스타뉴스,clean,1
20191019,스포츠조선,clean,3
20191019,시사IN,clean,3
20191019,시사저널,clean,5
20191019,신동아,clean,5
20191019,아시아경제,clean,33
20191019,아이뉴스24,clean,1
20191019,에스티엔,clean,1
20191019,연합뉴스,clean,205
20191019,연합뉴스,profession,1
20191019,연합뉴스TV,clean,58
20191019,오마이뉴스,clean,22
20191019,우먼센스,clean,1
20191019,이데일리,clean,39
20191019,이데일리,neutral,1
20191019,이데일리,profession,1
20191019,일간스포츠,clean,1
20191019,조선일보,clean,73
20191019,조선일보,gender,2
20191019,중앙SUNDAY,clean,14
20191019,중앙일보,clean,34
20191019,중앙일보,gender,1
20191019,채널A,clean,14
20191019,쿠키뉴스,clean,25
20191019,티브이데일리,clean,1
20191019,파이낸셜뉴스,clean,53
20191019,프레시안,clean,20
20191019,프레시안,gender,1
20191019,한겨레,clean,4
20191019,한국경제,clean,26
20191019,한국일보,clean,36
20191019,한국일보,gender,1
20191019,헤럴드경제,clean,15
20191020,JTBC,clean,21
20191020,KBS,clean,64
20191020,MBC,clean,42
20191020,MBC,gender,1
20191020,MBN,clean,29
20191020,SBS,clean,42
20191020,YTN,bearing,1
20191020,YTN,clean,129
20191020,YTN,gender,1
20191020,YTN,profession,1
20191020,경향신문,clean,67
20191020,국민일보,clean,62
20191020,노컷뉴스,clean,31
20191020,뉴스1,clean,169
20191020,뉴시스,clean,173
20191020,뉴시스,gender,1
20191020,더팩트,clean,5
20191020,데일리안,clean,7
20191020,동아일보,clean,15
20191020,디지털타임스,clean,15
20191020,디지털타임스,profession,1
20191020,리빙센스,clean,1
20191020,마이데일리,clean,1
20191020,매일경제,clean,20
20191020,머니S,clean,14
20191020,머니투데이,clean,57
20191020,미디어오늘,clean,4
20191020,서울경제,clean,67
20191020,서울신문,clean,32
20191020,서울신문,gender,1
20191020,세계일보,clean,62
20191020,세계일보,gender,2
20191020,스포츠경향,clean,3
20191020,스포츠동아,clean,3
20191020,스포츠조선,clean,8
20191020,시사저널,clean,2
20191020,신동아,clean,5
20191020,아시아경제,clean,50
20191020,연합뉴스,clean,228
20191020,연합뉴스TV,clean,65
20191020,오마이뉴스,clean,19
20191020,우먼동아일보,clean,4
20191020,이데일리,clean,47
20191020,이데일리,neutral,1
20191020,조선일보,clean,35
20191020,중앙일보,clean,50
20191020,중앙일보,gender,1
20191020,채널A,clean,16
20191020,쿠키뉴스,clean,36
20191020,티브이데일리,clean,3
20191020,파이낸셜뉴스,clean,88
20191020,프레시안,clean,35
20191020,한겨레,clean,28
20191020,한겨레21,clean,3
20191020,한국경제,clean,29
20191020,한국일보,clean,52
20191020,헤럴드경제,clean,28
20191020,헤럴드경제,gender,1
20191021,EBS,clean,7
20191021,IT동아,clean,1
20191021,JTBC,clean,66
20191021,JTBC,gender,1
20191021,KBS,bearing,1
20191021,KBS,clean,198
20191021,KBS,gender,2
20191021,MBC,clean,109
20191021,MBC,gender,1
20191021,MBC연예,clean,2
20191021,MBN,clean,45
20191021,MBN,gender,1
20191021,MBN,profession,1
20191021,SBS,clean,84
20191021,SBS,gender,3
20191021,YTN,abuse,1
20191021,YTN,clean,186
20191021,YTN,gender,5
20191021,ize,clean,1
20191021,경향신문,clean,99
20191021,경향신문,gender,3
20191021,국민일보,clean,122
20191021,국민일보,gender,1
20191021,기자협회보,clean,2
20191021,노컷뉴스,bearing,1
20191021,노컷뉴스,clean,144
20191021,노컷뉴스,gender,4
20191021,뉴스1,bearing,2
20191021,뉴스1,clean,599
20191021,뉴스1,gender,10
20191021,뉴스1,profession,1
20191021,뉴시스,clean,560
20191021,뉴시스,gender,3
20191021,더팩트,clean,11
20191021,데일리안,clean,11
20191021,동아일보,clean,62
20191021,동아일보,gender,3
20191021,디지털타임스,clean,16
20191021,리빙센스,clean,1
20191021,마리끌레르,clean,2
20191021,마이데일리,clean,2
20191021,매일경제,clean,32
20191021,매일경제,gender,1
20191021,머니S,clean,94
20191021,머니S,gender,1
20191021,머니투데이,bearing,3
20191021,머니투데이,clean,206
20191021,머니투데이,gender,2
20191021,메종,clean,1
20191021,문화일보,clean,49
20191021,미디어오늘,clean,10
20191021,서울경제,clean,94
20191021,서울경제,gender,1
20191021,서울신문,clean,102
20191021,서울신문,gender,2
20191021,세계일보,clean,82
20191021,세계일보,gender,1
20191021,스포츠경향,clean,11
20191021,스포츠경향,gender,1
20191021,스포츠동아,clean,1
20191021,스포츠조선,clean,10
20191021,시사IN,clean,2
20191021,시사저널,clean,31
20191021,신동아,clean,1
20191021,아레나,clean,2
20191021,아시아경제,clean,142
20191021,아시아경제,gender,2
20191021,아이뉴스24,clean,4
20191021,에스티엔,clean,1
20191021,연합뉴스,bearing,1
20191021,연합뉴스,clean,550
20191021,연합뉴스,gender,7
20191021,연합뉴스,profession,1
20191021,연합뉴스TV,clean,116
20191021,연합뉴스TV,gender,3
20191021,연합뉴스TV,molka,1
20191021,오마이뉴스,clean,60
20191021,우먼센스,clean,1
20191021,이데일리,clean,99
20191021,이데일리,gender,1
20191021,일간스포츠,clean,8
20191021,조선일보,clean,104
20191021,조선일보,gender,2
20191021,중앙일보,clean,116
20191021,중앙일보,gender,4
20191021,지디넷코리아,clean,2
20191021,채널A,clean,26
20191021,채널A,gender,2
20191021,쿠키뉴스,bearing,1
20191021,쿠키뉴스,clean,141
20191021,파이낸셜뉴스,abuse,1
20191021,파이낸셜뉴스,clean,149
20191021,파이낸셜뉴스,neutral,1
20191021,프레시안,clean,95
20191021,한겨레,clean,48
20191021,한겨레,gender,2
20191021,한겨레21,clean,3
20191021,한국경제,clean,65
20191021,한국일보,clean,111
20191021,한국일보,gender,1
20191021,헤럴드경제,clean,143
20191021,헤럴드경제,gender,1
20191022,EBS,clean,9
20191022,JTBC,clean,66
20191022,KBS,clean,182
20191022,KBS,gender,1
20191022,MBC,clean,112
20191022,MBC,gender,2
20191022,MBC,molka,1
20191022,MBC연예,clean,4
20191022,MBN,clean,42
20191022,MBN,gender,2
20191022,MBN,molka,1
20191022,SBS,clean,80
20191022,YTN,abuse,1
20191022,YTN,clean,205
20191022,YTN,gender,4
20191022,YTN,molka,1
20191022,YTN,profession,1
20191022,경향신문,clean,89
20191022,국민일보,abuse,1
20191022,국민일보,clean,104
20191022,국민일보,gender,3
20191022,기자협회보,clean,2
20191022,노컷뉴스,clean,176
20191022,노컷뉴스,gender,2
20191022,뉴스1,clean,626
20191022,뉴스1,gender,4
20191022,뉴시스,bearing,1
20191022,뉴시스,clean,598
20191022,뉴시스,gender,2
20191022,뉴시스,profession,1
20191022,더팩트,clean,14
20191022,데일리안,clean,10
20191022,동아일보,clean,79
20191022,동아일보,gender,1
20191022,디지털타임스,clean,20
20191022,럭셔리,clean,3
20191022,리빙센스,clean,1
20191022,마리끌레르,clean,2
20191022,마이데일리,clean,1
20191022,매일경제,clean,36
20191022,머니S,clean,77
20191022,머니투데이,abuse,1
20191022,머니투데이,bearing,1
20191022,머니투데이,clean,170
20191022,머니투데이,profession,1
20191022,메종,clean,1
20191022,문화일보,clean,42
20191022,문화일보,gender,1
20191022,미디어오늘,clean,8
20191022,베스트베이비,clean,1
20191022,서울경제,clean,97
20191022,서울신문,abuse,1
20191022,서울신문,clean,96
20191022,세계일보,clean,105
20191022,세계일보,gender,1
20191022,스타뉴스,clean,1
20191022,스포츠경향,clean,9
20191022,스포츠동아,clean,3
20191022,스포츠조선,clean,14
20191022,시사IN,clean,4
20191022,시사저널,clean,27
20191022,신동아,clean,2
20191022,아레나,clean,2
20191022,아시아경제,clean,142
20191022,아이뉴스24,clean,3
20191022,연합뉴스,abuse,1
20191022,연합뉴스,clean,602
20191022,연합뉴스,gender,3
20191022,연합뉴스,molka,1
20191022,연합뉴스TV,abuse,1
20191022,연합뉴스TV,clean,93
20191022,연합뉴스TV,gender,3
20191022,오마이뉴스,clean,62
20191022,우먼센스,clean,1
20191022,이데일리,clean,86
20191022,이데일리,gender,2
20191022,일간스포츠,clean,6
20191022,조선일보,abuse,1
20191022,조선일보,clean,93
20191022,조선일보,profession,1
20191022,중앙일보,abuse,1
20191022,중앙일보,clean,123
20191022,중앙일보,gender,3
20191022,지디넷코리아,clean,1
20191022,채널A,clean,33
20191022,채널A,gender,1
20191022,채널A,neutral,1
20191022,쿠키뉴스,clean,112
20191022,쿠키뉴스,gender,2
20191022,티브이데일리,clean,1
20191022,파이낸셜뉴스,clean,154
20191022,파이낸셜뉴스,gender,1
20191022,파이낸셜뉴스,profession,1
20191022,프레시안,bearing,1
20191022,프레시안,clean,91
20191022,프레시안,gender,1
20191022,한겨레,clean,62
20191022,한겨레,profession,1
20191022,한국경제,clean,56
20191022,한국일보,abuse,2
20191022,한국일보,clean,121
20191022,한국일보,gender,2
20191022,헤럴드경제,clean,150
20191022,헤럴드경제,gender,1
20191023,EBS,clean,10
20191023,JTBC,clean,65
20191023,JTBC,gender,1
20191023,JTBC,molka,1
20191023,KBS,abuse,1
20191023,KBS,clean,193
20191023,MBC,clean,103
20191023,MBC연예,clean,1
20191023,MBN,clean,42
20191023,MBN,gender,2
20191023,MBN,molka,1
20191023,SBS,clean,98
20191023,YTN,clean,216
20191023,YTN,gender,1
20191023,경향신문,clean,93
20191023,경향신문,profession,1
20191023,국민일보,clean,96
20191023,기자협회보,clean,9
20191023,노컷뉴스,abuse,1
20191023,노컷뉴스,clean,164
20191023,노컷뉴스,gender,1
20191023,노컷뉴스,molka,1
20191023,뉴스1,abuse,1
20191023,뉴스1,clean,713
20191023,뉴스1,gender,3
20191023,뉴스1,molka,1
20191023,뉴스1,neutral,1
20191023,뉴스타파,clean,1
20191023,뉴시스,clean,599
20191023,뉴시스,demonize,1
20191023,뉴시스,gender,2
20191023,더팩트,clean,16
20191023,데일리안,clean,10
20191023,동아일보,clean,59
20191023,동아일보,gender,1
20191023,동아일보,profession,1
20191023,디지털타임스,clean,19
20191023,디지털타임스,neutral,1
20191023,럭셔리,clean,2
20191023,리빙센스,clean,1
20191023,마리끌레르,clean,2
20191023,매일경제,clean,36
20191023,머니S,clean,106
20191023,머니투데이,clean,156
20191023,머니투데이,gender,3
20191023,문화일보,clean,31
20191023,미디어오늘,clean,8
20191023,베스트베이비,clean,2
20191023,서울경제,clean,113
20191023,서울신문,clean,89
20191023,세계일보,clean,91
20191023,세계일보,profession,1
20191023,스타뉴스,clean,1
20191023,스포츠경향,clean,14
20191023,스포츠동아,clean,3
20191023,스포츠조선,clean,7
20191023,시사IN,clean,3
20191023,시사IN,gender,1
20191023,시사저널,clean,36
20191023,시티라이프,clean,3
20191023,신동아,clean,2
20191023,아레나,clean,1
20191023,아시아경제,clean,143
20191023,아시아경제,gender,1
20191023,아이뉴스24,clean,3
20191023,연합뉴스,clean,698
20191023,연합뉴스,demonize,1
20191023,연합뉴스,gender,1
20191023,연합뉴스,profession,2
20191023,연합뉴스TV,clean,118
20191023,연합뉴스TV,gender,2
20191023,연합뉴스TV,molka,1
20191023,오마이뉴스,clean,60
20191023,우먼동아일보,clean,1
20191023,우먼센스,clean,1
20191023,이데일리,clean,109
20191023,조선일보,clean,99
20191023,중앙일보,abuse,1
20191023,중앙일보,clean,108
20191023,중앙일보,gender,1
20191023,지디넷코리아,clean,1
20191023,채널A,clean,25
20191023,쿠키뉴스,clean,123
20191023,티브이데일리,clean,4
20191023,파이낸셜뉴스,abuse,1
20191023,파이낸셜뉴스,clean,128
20191023,파이낸셜뉴스,gender,1
20191023,프레시안,clean,101
20191023,한겨레,clean,40
20191023,한겨레21,clean,1
20191023,한국경제,clean,64
20191023,한국경제,metoo,1
20191023,한국일보,clean,110
20191023,한국일보,profession,2
20191023,헤럴드경제,clean,120
20191024,EBS,clean,7
20191024,JTBC,clean,69
20191024,KBS,clean,199
20191024,MBC,clean,114
20191024,MBC,gender,1
20191024,MBC,molka,1
20191024,MBN,clean,50
20191024,SBS,abuse,2
20191024,SBS,clean,90
20191024,SBS,neutral,1
20191024,SBS funE,clean,1
20191024,YTN,abuse,1
20191024,YTN,clean,172
20191024,경향신문,clean,95
20191024,경향신문,neutral,1
20191024,국민일보,abuse,1
20191024,국민일보,clean,98
20191024,노컷뉴스,abuse,1
20191024,노컷뉴스,clean,147
20191024,노컷뉴스,gender,1
20191024,뉴스1,abuse,1
20191024,뉴스1,clean,626
20191024,뉴스1,gender,6
20191024,뉴스1,molka,1
20191024,뉴시스,clean,535
20191024,뉴시스,gender,5
20191024,뉴시스,molka,1
20191024,더팩트,abuse,1
20191024,더팩트,clean,14
20191024,데일리안,clean,11
20191024,동아일보,clean,73
20191024,동아일보,gender,2
20191024,동아일보,molka,1
20191024,디지털타임스,clean,26
20191024,럭셔리,clean,3
20191024,리빙센스,clean,1
20191024,마리끌레르,clean,2
20191024,매일경제,clean,23
20191024,머니S,abuse,1
20191024,머니S,bearing,1
20191024,머니S,clean,79
20191024,머니투데이,abuse,1
20191024,머니투데이,clean,141
20191024,메종,clean,1
20191024,문화일보,clean,45
20191024,미디어오늘,clean,8
20191024,베스트베이비,clean,2
20191024,서울경제,abuse,1
20191024,서울경제,clean,84
20191024,서울신문,clean,107
20191024,서울신문,gender,1
20191024,세계일보,clean,104
20191024,세계일보,profession,1
20191024,스포츠경향,clean,8
20191024,스포츠동아,clean,6
20191024,스포츠조선,clean,20
20191024,시사IN,clean,1
20191024,시사저널,clean,18
20191024,신동아,clean,1
20191024,아레나,clean,1
20191024,아시아경제,bearing,1
20191024,아시아경제,clean,150
20191024,아시아경제,molka,1
20191024,아이뉴스24,clean,5
20191024,연합뉴스,bearing,1
20191024,연합뉴스,clean,600
20191024,연합뉴스,gender,1
20191024,연합뉴스,profession,1
20191024,연합뉴스TV,bearing,1
20191024,연합뉴스TV,clean,108
20191024,연합뉴스TV,gender,1
20191024,오마이뉴스,clean,48
20191024,우먼동아일보,clean,4
20191024,우먼센스,clean,1
20191024,이데일리,clean,103
20191024,일간스포츠,clean,4
20191024,조선일보,clean,103
20191024,중앙일보,bearing,1
20191024,중앙일보,clean,119
20191024,중앙일보,profession,1
20191024,지디넷코리아,clean,3
20191024,채널A,clean,24
20191024,채널A,profession,1
20191024,쿠키뉴스,clean,129
20191024,티브이데일리,clean,1
20191024,파이낸셜뉴스,clean,126
20191024,프레시안,clean,102
20191024,한겨레,clean,61
20191024,한국경제,clean,81
20191024,한국경제,profession,1
20191024,한국일보,clean,120
20191024,헤럴드경제,clean,109
20191024,헤럴드경제,profession,1
20191025,EBS,clean,6
20191025,JTBC,clean,55
20191025,KBS,clean,183
20191025,KBS,profession,1
20191025,MBC,abuse,1
20191025,MBC,clean,116
20191025,MBN,clean,47
20191025,SBS,clean,93
20191025,SBS,gender,1
20191025,SBS,neutral,1
20191025,YTN,abuse,1
20191025,YTN,clean,185
20191025,YTN,gender,4
20191025,게임톡,clean,1
20191025,경향신문,clean,78
20191025,국민일보,abuse,1
20191025,국민일보,clean,64
20191025,국민일보,gender,1
20191025,국민일보,profession,1
20191025,기자협회보,clean,2
20191025,노컷뉴스,clean,119
20191025,노컷뉴스,gender,1
20191025,뉴스1,abuse,1
20191025,뉴스1,bearing,1
20191025,뉴스1,clean,502
20191025,뉴스1,gender,2
20191025,뉴스1,profession,1
20191025,뉴스타파,clean,2
20191025,뉴시스,bearing,1
20191025,뉴시스,clean,455
20191025,뉴시스,gender,4
20191025,더팩트,clean,13
20191025,데일리안,clean,9
20191025,동아일보,clean,61
20191025,동아일보,gender,1
20191025,동아일보,profession,1
20191025,디지털타임스,clean,2
20191025,리빙센스,clean,1
20191025,마리끌레르,clean,2
20191025,매일경제,abuse,1
20191025,매일경제,clean,23
20191025,머니S,clean,81
20191025,머니투데이,abuse,1
20191025,머니투데이,clean,141
20191025,머니투데이,gender,1
20191025,메종,clean,1
20191025,문화일보,clean,53
20191025,미디어오늘,clean,7
20191025,베스트베이비,clean,2
20191025,서울경제,clean,61
20191025,서울경제,metoo,1
20191025,서울신문,abuse,1
20191025,서울신문,clean,97
20191025,세계일보,clean,74
20191025,스포츠경향,clean,10
20191025,스포츠조선,clean,10
20191025,시사저널,clean,37
20191025,아레나,clean,1
20191025,아시아경제,clean,124
20191025,아이뉴스24,clean,3
20191025,연합뉴스,abuse,3
20191025,연합뉴스,bearing,4
20191025,연합뉴스,clean,464
20191025,연합뉴스,profession,1
20191025,연합뉴스,trivialize,1
20191025,연합뉴스TV,abuse,2
20191025,연합뉴스TV,clean,112
20191025,연합뉴스TV,gender,1
20191025,연합뉴스TV,molka,1
20191025,오마이뉴스,clean,44
20191025,오마이뉴스,gender,1
20191025,오마이뉴스,molka,1
20191025,우먼동아일보,clean,1
20191025,우먼센스,clean,2
20191025,이데일리,clean,65
20191025,일간스포츠,clean,6
20191025,조선일보,clean,86
20191025,중앙SUNDAY,clean,1
20191025,중앙일보,clean,90
20191025,지디넷코리아,clean,2
20191025,채널A,clean,24
20191025,채널A,gender,1
20191025,쿠키뉴스,clean,123
20191025,티브이데일리,clean,2
20191025,파이낸셜뉴스,clean,79
20191025,파이낸셜뉴스,gender,1
20191025,프레시안,bearing,1
20191025,프레시안,clean,81
20191025,프레시안,gender,1
20191025,한겨레,clean,48
20191025,한겨레21,clean,3
20191025,한국경제,clean,55
20191025,한국경제,gender,1
20191025,한국경제,profession,1
20191025,한국일보,abuse,1
20191025,한국일보,clean,100
20191025,헤럴드경제,abuse,1
20191025,헤럴드경제,clean,88
20191026,JTBC,clean,20
20191026,KBS,clean,88
20191026,MBC,clean,62
20191026,MBC연예,clean,1
20191026,MBN,clean,29
20191026,SBS,clean,67
20191026,YTN,clean,127
20191026,YTN,neutral,1
20191026,경향신문,clean,14
20191026,경향신문,gender,1
20191026,국민일보,clean,20
20191026,노컷뉴스,clean,31
20191026,뉴스1,clean,136
20191026,뉴스1,gender,1
20191026,뉴시스,clean,131
20191026,더팩트,clean,8
20191026,데일리안,clean,3
20191026,동아일보,clean,34
20191026,매일경제,clean,1
20191026,머니S,clean,48
20191026,머니투데이,clean,42
20191026,미디어오늘,clean,6
20191026,베스트베이비,clean,1
20191026,서울경제,clean,24
20191026,서울신문,clean,24
20191026,세계일보,clean,47
20191026,스포츠경향,clean,2
20191026,스포츠조선,clean,2
20191026,스포츠투데이,clean,3
20191026,시사IN,clean,3
20191026,시사저널,clean,4
20191026,신동아,clean,1
20191026,아시아경제,clean,33
20191026,아시아경제,gender,1
20191026,연합뉴스,clean,158
20191026,연합뉴스TV,clean,59
20191026,오마이뉴스,clean,25
20191026,이데일리,abuse,1
20191026,이데일리,clean,33
20191026,이데일리,neutral,1
20191026,일간스포츠,clean,4
20191026,조선일보,clean,73
20191026,조선일보,profession,1
20191026,중앙SUNDAY,clean,20
20191026,중앙일보,clean,41
20191026,채널A,clean,15
20191026,쿠키뉴스,clean,15
20191026,티브이데일리,clean,2
20191026,파이낸셜뉴스,clean,53
20191026,프레시안,clean,28
20191026,한겨레,clean,7
20191026,한국경제,clean,16
20191026,한국일보,abuse,1
20191026,한국일보,clean,40
20191026,헤럴드경제,clean,9
20191027,(사)한국대학스포츠협의회,clean,1
20191027,JTBC,clean,20
20191027,KBS,clean,60
20191027,MBC,clean,43
20191027,MBC,gender,1
20191027,MBC연예,clean,1
20191027,MBN,clean,31
20191027,SBS,clean,49
20191027,YTN,clean,104
20191027,YTN,gender,1
20191027,YTN,neutral,1
20191027,게임톡,clean,1
20191027,경향신문,clean,68
20191027,경향신문,gender,1
20191027,국민일보,clean,51
20191027,국민일보,gender,2
20191027,노컷뉴스,clean,38
20191027,뉴스1,abuse,1
20191027,뉴스1,clean,269
20191027,뉴스1,gender,3
20191027,뉴시스,clean,217
20191027,뉴시스,gender,2
20191027,더팩트,clean,13
20191027,데일리안,clean,3
20191027,동아일보,clean,17
20191027,디지털타임스,clean,16
20191027,매일경제,clean,20
20191027,머니S,clean,36
20191027,머니투데이,clean,55
20191027,미디어오늘,clean,2
20191027,서울경제,clean,42
20191027,서울신문,clean,45
20191027,세계일보,clean,43
20191027,세계일보,gender,1
20191027,스포츠경향,clean,4
20191027,스포츠동아,clean,1
20191027,스포츠조선,clean,3
20191027,시사IN,clean,4
20191027,시사저널,clean,4
20191027,신동아,clean,2
20191027,아시아경제,clean,59
20191027,아이뉴스24,clean,1
20191027,연합뉴스,clean,244
20191027,연합뉴스,gender,2
20191027,연합뉴스TV,clean,72
20191027,오마이뉴스,clean,28
20191027,우먼동아일보,clean,4
20191027,이데일리,clean,41
20191027,이데일리,gender,1
20191027,일간스포츠,clean,2
20191027,조선일보,clean,22
20191027,조선일보,gender,1
20191027,중앙일보,clean,50
20191027,중앙일보,gender,2
20191027,채널A,clean,13
20191027,채널A,gender,1
20191027,쿠키뉴스,clean,43
20191027,파이낸셜뉴스,clean,90
20191027,프레시안,clean,32
20191027,한겨레,clean,38
20191027,한국경제,clean,35
20191027,한국경제,neutral,1
20191027,한국경제,profession,1
20191027,한국일보,clean,48
20191027,헤럴드경제,clean,43
20191028,EBS,clean,9
20191028,JTBC,clean,67
20191028,KBS,clean,167
20191028,KBS,gender,1
20191028,KBS,neutral,1
20191028,MBC,clean,113
20191028,MBC,gender,1
20191028,MBC,molka,1
20191028,MBC연예,clean,3
20191028,MBN,clean,47
